DEPARTAMENTO;SECAO;CATEGORIA;FORNECEDOR;COD;DESCRICAO;LOJA;QTD_Venda_NOV;QTD_Venda_OUT;QTD_Venda_SET;QTD_Venda_AGO;QTD_Venda_JUL;QTD_Venda_JUN;Comprador
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34910; SAB LUX BUQUE DE JASMIM 85G;16 - SANTO ANTONIO;298;577;586;1087;507;510;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;41979; SAB LUX CAPIM LIMAO 85G;13 - LUZIANIA;298;413;281;518;204;263;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51772; DESOD AERO REXONA FEM FR VERM 200ML;15 - GOIANIA;298;318;353;280;227;369;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51782; DESOD AERO REXONA MASC ACTIVE 200ML;1 - CEILANDIA;298;196;302;246;222;232;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;5194; MAIONESE HELLMANNS 250G TRAD;16 - SANTO ANTONIO;298;300;478;441;416;373;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;39708; LAVA ROUPAS PO OMO SCH 2,4KG LAVAG PERFT;1 - CEILANDIA;295;224;344;231;828;259;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34916; SAB LUX ROSAS FRANCESAS 85G;13 - LUZIANIA;292;380;191;599;358;348;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;53227; MAIONESE HELLMANNS 335G CHURRASCO;13 - LUZIANIA;289;135;238;185;286;98;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;31422; AMAC CONC COMFORT 900ML CUIDADO ESSENC;13 - LUZIANIA;288;259;388;319;294;302;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51778; DESOD AERO REXONA MASC V8 200ML;16 - SANTO ANTONIO;287;200;244;141;54;149;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;51786; LAVA ROUPAS PO BRILHANTE 2,4KGLIMP TOTAL;13 - LUZIANIA;285;689;392;209;304;59;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;28402; CR DENT CLOSE UP TRIPLE 70G MENTA AMERIC;12 - GAMA;285;425;468;615;408;520;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;38149; LAVA ROUPAS PO OMO CX 800G PURO CUID;13 - LUZIANIA;284;326;31;291;260;172;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34911; SAB LUX FLOR DE LOTUS 85G;12 - GAMA;283;493;529;1047;619;341;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34911; SAB LUX FLOR DE LOTUS 85G;16 - SANTO ANTONIO;283;562;454;1028;477;428;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51781; DESOD AERO REXONA MASC ANTIBAC 200ML;16 - SANTO ANTONIO;283;152;217;181;210;131;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34913; SAB LUX LAVANDA 85G;13 - LUZIANIA;282;317;380;772;437;381;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;39871; CR DENT CLOSE UP BIO 70G ANTICARIES;16 - SANTO ANTONIO;281;200;169;229;311;111;NATHALIA VERAS RODRIGUES DE MEDEIROS
MERCEARIA;SECA DOCE;NUTRICAO INFANTIL;5986 - UNILEVER BRASIL LTDA;5158; AMIDO DE MILHO MAIZENA 200G;16 - SANTO ANTONIO;280;289;362;186;496;397;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54901; SH/COND KIT SEDA COLAGENO UN;16 - SANTO ANTONIO;279;116;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51773; DESOD AERO REXONA FEM BAMBOO 200ML;13 - LUZIANIA;277;215;252;205;215;140;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51784; DESOD AERO REXONA FEM INVISIBLE 200ML;13 - LUZIANIA;274;186;233;143;196;171;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51858; DESOD AERO AXE MASC APOLLO 200ML;13 - LUZIANIA;274;279;232;208;217;174;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51785; DESOD AERO REXONA FEM COTTON 200ML;16 - SANTO ANTONIO;273;193;226;251;128;143;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;49290; LAVA ROUPAS PO BRILHANTE SCH 1,6KG LIMP;16 - SANTO ANTONIO;271;235;264;271;508;401;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51781; DESOD AERO REXONA MASC ANTIBAC 200ML;15 - GOIANIA;270;286;300;278;308;188;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51784; DESOD AERO REXONA FEM INVISIBLE 200ML;15 - GOIANIA;269;182;232;201;139;191;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;47797; MAIONESE HELLMANNS 335G CHIPOTLE;15 - GOIANIA;269;81;24;0;67;267;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34914; SAB LUX LIRIO AZUL 85G;12 - GAMA;267;258;305;588;198;314;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;43199; MAIONESE HELLMANNS 657G TRAD;12 - GAMA;267;352;520;373;407;408;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34912; SAB LUX FLOR DE VERBENA 85G;16 - SANTO ANTONIO;266;280;394;659;437;264;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;28401; CR DENT CLOSE UP TRIPLE 70G HORTELA;1 - CEILANDIA;266;459;441;327;581;354;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;43199; MAIONESE HELLMANNS 657G TRAD;15 - GOIANIA;265;853;930;826;844;661;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;CONSERVA E ENLATADO;MILHO VERDE;5986 - UNILEVER BRASIL LTDA;33458; MILHO VERDE KNORR EM CONSERVA 170G;12 - GAMA;261;194;475;1532;2017;2426;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51778; DESOD AERO REXONA MASC V8 200ML;15 - GOIANIA;260;179;178;102;17;122;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51780; DESOD AERO REXONA MASC INVISIBLE 200ML;13 - LUZIANIA;259;171;312;211;166;149;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51785; DESOD AERO REXONA FEM COTTON 200ML;15 - GOIANIA;254;129;213;124;153;147;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51757; SH SEDA CERAMIDAS 425ML;13 - LUZIANIA;253;274;292;299;356;177;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;5184; MAIONESE HELLMANNS 335G TRAD;13 - LUZIANIA;251;313;350;324;332;217;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;53227; MAIONESE HELLMANNS 335G CHURRASCO;12 - GAMA;251;257;183;237;424;355;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;5184; MAIONESE HELLMANNS 335G TRAD;15 - GOIANIA;250;151;223;249;217;221;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51858; DESOD AERO AXE MASC APOLLO 200ML;16 - SANTO ANTONIO;248;231;232;173;171;140;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34915; SAB LUX ORQUIDEA NEGRA 85G;1 - CEILANDIA;247;387;361;554;468;261;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51785; DESOD AERO REXONA FEM COTTON 200ML;13 - LUZIANIA;247;205;288;206;137;133;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;47155; LAVA ROUPAS LIQ BRILHANTE 900ML LIMP;15 - GOIANIA;245;230;325;263;103;222;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34913; SAB LUX LAVANDA 85G;16 - SANTO ANTONIO;245;437;479;780;383;268;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A COZINHA;SAPONACEO;194 - UNILEVER BRASIL LTDA;5429; SAPONACEO CREM CIF 250ML LIMPEZA PROF;15 - GOIANIA;244;172;136;193;248;105;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;42554; LAVA ROUPAS PO OMO CX 800G SANITIZA;12 - GAMA;243;246;547;339;451;415;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51854; DESOD AERO DOVE FEM FRESH ROMA  200ML;15 - GOIANIA;243;144;164;107;88;122;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;51981; LAVA ROUPAS PO SURF SCH 2,4KG ROSA/FLOR;13 - LUZIANIA;242;213;170;116;133;98;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;38189; CR DENT CLOSE UP BIO 70G CONTRA ACIDO;13 - LUZIANIA;240;205;180;143;286;192;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;50218; MAIONESE HELLMANNS 330G SUPREME;13 - LUZIANIA;239;182;381;565;403;449;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;38327; SH/COND KIT DOVE RECONST COMPLETA UN;13 - LUZIANIA;238;272;59;157;51;80;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51773; DESOD AERO REXONA FEM BAMBOO 200ML;16 - SANTO ANTONIO;238;166;221;195;163;130;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5254; CALDO KNORR CARNE 114G;16 - SANTO ANTONIO;232;39;240;153;170;155;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;18771; SH/COND KIT SEDA LISO PERFEITO UN;16 - SANTO ANTONIO;230;304;88;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51783; DESOD AERO REXONA FEM POWDER 200ML;1 - CEILANDIA;230;154;256;105;0;162;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34916; SAB LUX ROSAS FRANCESAS 85G;12 - GAMA;228;443;320;806;255;68;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34916; SAB LUX ROSAS FRANCESAS 85G;1 - CEILANDIA;227;223;238;519;304;218;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;34910; SAB LUX BUQUE DE JASMIM 85G;1 - CEILANDIA;226;343;367;567;391;235;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;CONSERVA E ENLATADO;MILHO VERDE;5986 - UNILEVER BRASIL LTDA;33458; MILHO VERDE KNORR EM CONSERVA 170G;16 - SANTO ANTONIO;226;1720;2730;6239;6415;8497;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5267; CALDO ARISCO CARNE 114G;16 - SANTO ANTONIO;226;85;242;166;132;111;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;42554; LAVA ROUPAS PO OMO CX 800G SANITIZA;16 - SANTO ANTONIO;225;530;430;350;274;464;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51858; DESOD AERO AXE MASC APOLLO 200ML;15 - GOIANIA;225;210;157;146;184;154;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;TEMPEROS E CONDIMENTOS;TEMPERO PRONTO;5986 - UNILEVER BRASIL LTDA;5284; TEMP COMPLETO ARISCO C/PIM 300G;13 - LUZIANIA;225;200;234;201;312;50;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;43199; MAIONESE HELLMANNS 657G TRAD;1 - CEILANDIA;222;374;348;341;352;362;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;31422; AMAC CONC COMFORT 900ML CUIDADO ESSENC;15 - GOIANIA;220;262;302;277;344;212;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;51981; LAVA ROUPAS PO SURF SCH 2,4KG ROSA/FLOR;15 - GOIANIA;219;165;142;228;262;179;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54462; LAVA ROUPAS PO OMO CX 1,6KG LAV;15 - GOIANIA;219;271;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54901; SH/COND KIT SEDA COLAGENO UN;13 - LUZIANIA;218;53;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;51982; LAVA ROUPAS PO SURF SCH 2,4KG COCO;15 - GOIANIA;217;251;112;76;180;202;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;38157; LAVA ROUPAS LIQ OMO 900ML LAVAG PERFT;12 - GAMA;216;237;341;327;359;343;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;50218; MAIONESE HELLMANNS 330G SUPREME;16 - SANTO ANTONIO;216;129;252;318;430;376;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A COZINHA;SAPONACEO;194 - UNILEVER BRASIL LTDA;31410; SAPONACEO CREM CIF 450ML LIMAO;13 - LUZIANIA;215;172;142;155;101;97;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54461; LAVA ROUPAS PO OMO CX 800G LAV;1 - CEILANDIA;215;97;15;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51778; DESOD AERO REXONA MASC V8 200ML;13 - LUZIANIA;214;209;285;53;21;60;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51784; DESOD AERO REXONA FEM INVISIBLE 200ML;16 - SANTO ANTONIO;212;160;166;73;2;136;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51778; DESOD AERO REXONA MASC V8 200ML;1 - CEILANDIA;211;105;152;65;0;95;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;31422; AMAC CONC COMFORT 900ML CUIDADO ESSENC;16 - SANTO ANTONIO;210;193;207;253;281;244;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51780; DESOD AERO REXONA MASC INVISIBLE 200ML;16 - SANTO ANTONIO;210;160;158;180;156;102;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;54909; CR DENT CLOSE UP 85G CARVAO ATIVADO;15 - GOIANIA;210;250;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A COZINHA;SAPONACEO;194 - UNILEVER BRASIL LTDA;5429; SAPONACEO CREM CIF 250ML LIMPEZA PROF;13 - LUZIANIA;209;30;178;125;143;104;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;52318; MAIONESE HELLMANNS CARAM SQUEZZE 335G;15 - GOIANIA;208;44;0;0;18;98;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;5693; DESOD ROLL ON REXONA MASC ACTIVE 50ML;13 - LUZIANIA;207;163;195;187;141;24;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;53227; MAIONESE HELLMANNS 335G CHURRASCO;1 - CEILANDIA;207;150;192;239;285;71;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5263; CALDO ARISCO GALINHA CAIPIRA 114G;16 - SANTO ANTONIO;207;31;234;154;191;308;ALESSANDRO MORAIS GONÇALVES
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;18771; SH/COND KIT SEDA LISO PERFEITO UN;13 - LUZIANIA;206;131;106;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;5821; SAB DOVE REGULAR 90GR;16 - SANTO ANTONIO;206;244;281;273;240;195;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51858; DESOD AERO AXE MASC APOLLO 200ML;12 - GAMA;206;200;180;180;149;79;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51771; DESOD AERO REXONA FEM S/PERF 200ML;15 - GOIANIA;205;252;200;167;232;170;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;49715; CR DENT CLOSE UP 130G FRESH ACTION;15 - GOIANIA;204;152;229;208;237;127;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;AMACIANTE;194 - UNILEVER BRASIL LTDA;38162; AMAC CONC COMFORT 1,5L INTENSIVO;15 - GOIANIA;203;202;284;176;200;184;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;38157; LAVA ROUPAS LIQ OMO 900ML LAVAG PERFT;13 - LUZIANIA;202;209;248;254;249;120;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;38327; SH/COND KIT DOVE RECONST COMPLETA UN;15 - GOIANIA;202;119;16;81;13;16;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;BANHO;384 - UNILEVER BRASIL LTDA;5820; SAB DOVE KARITE E BAUNILHA 90GR;13 - LUZIANIA;202;176;156;152;136;75;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;54907; SH/COND KIT SEDA CACHOS DEFINIDOS UN;12 - GAMA;200;71;0;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;49290; LAVA ROUPAS PO BRILHANTE SCH 1,6KG LIMP;12 - GAMA;199;97;30;358;30;86;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51759; COND SEDA CERAMIDAS 425ML;13 - LUZIANIA;199;198;207;217;248;134;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;46454; CR DENT CLOSE UP 85G PODER ANTIBAC;13 - LUZIANIA;194;100;71;77;90;64;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;51755; SH SEDA LISO PERFEITO 425ML;16 - SANTO ANTONIO;193;245;315;330;458;283;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;CUIDADOS COM A PELE;384 - UNILEVER BRASIL LTDA;51772; DESOD AERO REXONA FEM FR VERM 200ML;12 - GAMA;193;89;83;30;109;168;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;COMPLEMENTOS;MAIONESE;5986 - UNILEVER BRASIL LTDA;54139; MAIONESE KIT HELLMANNS TRAD;1 - CEILANDIA;193;57;72;57;0;0;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;49577; LAVA ROUPAS PO BRILHANTE CX 1,6KG LIMP;12 - GAMA;192;478;500;630;392;819;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;HIGIENE;HIGIENE BUCAL;384 - UNILEVER BRASIL LTDA;39871; CR DENT CLOSE UP BIO 70G ANTICARIES;15 - GOIANIA;187;212;148;189;188;146;NATHALIA VERAS RODRIGUES DE MEDEIROS
MERCEARIA;SECA DOCE;NUTRICAO INFANTIL;5986 - UNILEVER BRASIL LTDA;42080; AMIDO DE MILHO CREMOGEMA 180G TRAD;16 - SANTO ANTONIO;186;107;153;201;215;174;ALESSANDRO MORAIS GONÇALVES
SECA SALGADA;COMPLEMENTOS;CATCHUP;5986 - UNILEVER BRASIL LTDA;46580; CATCHUP ARISCO 370G TRAD;12 - GAMA;186;76;349;356;419;427;ALESSANDRO MORAIS GONÇALVES
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;51792; LAVA ROUPAS PO OMO SCH 2,4KG SANITIZA;13 - LUZIANIA;184;106;73;85;67;70;NATHALIA VERAS RODRIGUES DE MEDEIROS
PERFUMARIA;BELEZA;CUIDADOS COM O CABELO;384 - UNILEVER BRASIL LTDA;18771; SH/COND KIT SEDA LISO PERFEITO UN;1 - CEILANDIA;184;252;105;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
LIMPEZA;CUIDADOS COM A ROUPA;SABAO PARA ROUPAS;194 - UNILEVER BRASIL LTDA;54461; LAVA ROUPAS PO OMO CX 800G LAV;16 - SANTO ANTONIO;181;108;13;0;0;0;NATHALIA VERAS RODRIGUES DE MEDEIROS
SECA SALGADA;TEMPEROS E CONDIMENTOS;REALCADOR;5986 - UNILEVER BRASIL LTDA;5263; CALDO ARISCO GALINHA CAIPIRA 114G;13 - LUZIANIA;181;100;295;192;174;154;ALESSANDRO MORAIS GONÇALVES
